Maximum_length;Maximum_weight;Maximum_longevity;Rheophily;Limnophily;Long_migration;Potamodromy;Benthic;Water_column;Invertivory;Omnivory;Piscivory;Tolerance;Intolerance;Fusiform_shape;Elongated_form;Eel-like_form;Reproductive_span;Lithophily;Phytophily;Mean_fecundity;Maximum_fecundity;Egg_size;Parental_care;Age_maturity;Length_maturity;Single_spawning;Species;Database
;;;;;;;;;;;;;;;;;;;;;;;;;;;Fundulus heteroclitus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gambusia holbrooki;13
;;;0;0;1;0;;;0;1;0;;;;;;;0;1;;;;;;;;Gasterosteus aculeatus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio lozanoi;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio occitaniae;13
;;;1;0;0;1;;;0;0;1;;;;;;;1;0;;;;;;;;Hucho hucho;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma almacai;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lemmingii;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lusitanicum;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma olisiponensis;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma oretanum;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Ictalurus punctatus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra alavariensis;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra auremensis;13
;;;1;0;1;0;;;0;0;0;;;;;;;1;0;;;;;;;;Lampetra fluviatilis;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra lusitanica;13
;;;1;0;0;0;;;0;0;0;;;;;;;1;0;;;;;;;;Lampetra planeri;13
;;;0;0;0;0;;;1;0;0;;;;;;;0;0;;;;;;;;Lepomis gibbosus;13
;;;1;0;0;0;;;0;0;1;;;;;;;1;0;;;;;;;;Leuciscus aspius;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Liza aurata;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus bocagei;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus comizo;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus graellsii;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus guiraonis;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus microcephalus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus sclateri;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Micropterus salmoides;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Misgurnus anguillicaudatus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Mugil cephalus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Oncorhynchus kisutch;13
;;;1;0;0;0;;;1;0;1;;;;;;;1;0;;;;;;;;Oncorhynchus mykiss;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma arrigonis;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma miegii;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma turiense;13
;;;0;0;0;0;;;1;0;1;;;;;;;0;0;;;;;;;;Perca fluviatilis;13
;;;1;0;0;0;;;0;0;0;;;;;;;1;0;;;;;;;;Petromyzon marinus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Phoxinus bigerri;13
;;;1;0;1;0;;;1;0;0;;;;;;;0;0;;;;;;;;Platichthys flesus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pomatoschistus microps;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma duriense;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma polylepis;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma willkommii;13
;;;0;0;0;0;;;0;1;0;;;;;;;0;0;;;;;;;;Pseudorasbora parva;13
;;;0;0;0;0;;;0;1;0;;;;;;;0;0;;;;;;;;Rutilus rutilus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salaria fluviatilis;13
;;;1;0;1;0;;;1;0;0;;;;;;;1;0;;;;;;;;Salmo salar;13
;;;1;0;1;0;;;1;0;1;;;;;;;1;0;;;;;;;;Salmo trutta;13
;;;1;0;0;0;;;1;0;1;;;;;;;1;0;;;;;;;;Salvelinus fontinalis;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salvelinus umbla;13
;;;0;0;0;0;;;0;0;1;;;;;;;0;0;;;;;;;;Sander lucioperca;13
;;;0;1;0;0;;;0;1;0;;;;;;;0;1;;;;;;;;Scardinius erythrophthalmus;13
;;;0;0;0;0;;;0;0;1;;;;;;;0;1;;;;;;;;Silurus glanis;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius alburnoides;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius aradensis;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius carolitertii;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius castellanus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius laietanus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius malacitanus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius palaciosi;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius pyrenaicus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius torgalensis;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius valentinus;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Syngnathus abaster;13
;;;0;1;0;0;;;0;1;0;;;;;;;0;1;;;;;;;;Tinca tinca;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Valencia hispanica;13
;;;;;;;;;;;;;;;;;;;;;;;;;;;Xiphophorus maculatus;13
13;;;0;0;0;0;;;0;1;0;;;;0;0;2;;;;;;0;;3.6; ;Achondrostoma arcasii;14
;;;;;;;;;;;;;;;;;;;;;;;;; ; ;Achondrostoma occidentale;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma oligolepis;14
11;;;0;1;0;0;;;;;;;;;0;0;;;;;;;0;;;;Achondrostoma salmantinum;14
350;300000;100;;;0;0;;;1;0;0;;;;1;0;;;;1150000;2000000;;0;13;;;Acipenser sturio;14
15;;;;;0;0;0;1;1;0;0;;;;0;0;3;;;;;;0;1;;;Alburnus alburnus;14
83;4000;;;;1;0;;;1;0;0;;;;;;2;1;0;;;;0;4;30;;Alosa alosa;14
55;2000;;;;1;0;;;;;;;;;;;2;1;0;;;;0;;;;Alosa fallax;14
60;3500;10;0;1;0;0;;;0;1;0;1;;;1;0;;;;3500;5000;;1;;;;Ameiurus melas;14
10;;;;;0;0;;;0;1;0;;;;;;1;;;;;;0;;3;;Anaecypris hispanica;14
150;6000;;;;1;0;1;0;0;1;0;;;;0;1;;;;;;;0;;;;Anguilla anguilla;14
;;;0;1;0;0;;;;;;;;;1;0;4;;;;;;0;1;;;Aphanius baeticus;14
5;;;0;1;0;0;;;0;1;0;;;;1;0;7;;;;;;0;1;;;Aphanius iberus;14
10;;;0;1;0;0;;;0;1;0;;;;;;3;0;1;;3000;;0;;;;Atherina boyeri;14
30;;;0;1;0;0;;;0;0;1;;;;0;0;;;;;;;1;;;;Australoheros facetus;14
16;;;1;0;0;0;;;1;0;0;;;;1;0;3;;;2850;500;1;0;;;;Barbatula barbatula;14
12;;;1;0;0;0;;;1;0;0;;;;1;0;3;;;2850;5000;1;0;;;;Barbatula quignardi;14
30;;6;1;0;0;0;1;0;1;0;0;;;;;;3;;;4500;7000;;0;;;;Barbus haasi;14
30;200;;1;0;0;0;;;1;0;0;;;;;;2;;;;;;0;;;;Barbus meridionalis;14
36;1000;;0;1;0;0;;;0;1;0;;;;;;3;;;63000;109000;2;0;4;;;Blicca bjoerkna;14
45;2000;30;0;1;0;0;;;0;1;0;1;;;;;;0;1;;;;0;;;;Carassius auratus;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Carassius gibelio;14
60;;;;;1;0;;;;;;;;;;;;;;;;;0;3;;;Chelon labrosus;14
;;;;;1;0;;;;;;;;;;;;;;;;;0;;;;Chelon ramada;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis bilineata;14
8;;;1;0;0;0;1;0;1;0;0;;;;1;0;3;1;0;200;;;0;;;;Cobitis calderoni;14
15;;;;;0;0;1;0;0;1;0;;;;1;0;3;;;;1400;;0;;;;Cobitis paludica;14
10;;;;;0;0;1;0;;;;;;;1;0;3;;;;;;0;;;;Cobitis vettonica;14
10;;;1;0;0;0;1;0;;;;;;;0;0;;;;;;;;;;;Cottus aturi;14
10;;;;;0;0;1;0;1;0;0;;;;;;4;;;300;;;1;;4;;Cottus hispaniolensis;14
;;;0;1;0;0;1;0;0;1;0;1;;;;;;0;1;;;;0;3;;;Cyprinus carpio;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Dicentrarchus labrax;14
100;25000;30;;;0;0;;;0;0;1;;;;;;3;;;;;;0;2;30;;Esox lucius;14
15;;;;;;;;;0;1;0;;;;;;3;0;1;;;;;;;;Fundulus heteroclitus;14
8;;;0;1;0;0;;;1;0;0;1;;;;;6;;;23;32;;;0.2;;;Gambusia holbrooki;14
5;;;0;1;0;0;;;;;;;;;;;2;;;75;100;;1;;;;Gasterosteus aculeatus;14
15;;;;;0;0;1;0;1;0;0;;;;;;3;;;5000;7000;;0;;7;;Gobio lozanoi;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio occitaniae;14
210;105000;;;;0;1;;;0;0;1;;;;;;2;1;0;18300;35000;;0;;;;Hucho hucho;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma almacai;14
15;;;0;1;0;0;;;0;1;0;;;;;;1;;;;;;0;;;;Iberochondrostoma lemmingii;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lusitanicum;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma olisiponensis;14
;;;0;1;0;0;;;;;;;;;1;0;1;;;;;;0;;;;Iberochondrostoma oretanum;14
132;26000;16;;;0;0;;;0;0;1;;;;;;;;;;;;;;;;Ictalurus punctatus;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra alavariensis;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra auremensis;14
50;700;10;1;0;1;0;;;0;0;0;;;;0;1;;;;;;;1;;;;Lampetra fluviatilis;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra lusitanica;14
20;;;1;0;0;0;;;;;;;;;0;1;1.5;;;;;;;;;;Lampetra planeri;14
40;630;;0;1;0;0;;;1;0;1;1;;;0;0;3;;;2800;5000;;1;;;;Lepomis gibbosus;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Leuciscus aspius;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Liza aurata;14
;;;0;1;0;1;1;0;1;0;0;;;;;;2;1;0;17500;25000;;0;6;18;;Luciobarbus bocagei;14
;;;0;1;0;0;;;1;0;0;;;;;;2;;;;;;0;;;;Luciobarbus comizo;14
80;;16;;;0;1;;;0;1;0;;;;;;3;1;0;15000;25000;;0;4;15;;Luciobarbus graellsii;14
60;;;0;1;0;0;;;;;;;;;;;3;;;;;;0;;;;Luciobarbus guiraonis;14
50;;;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;Luciobarbus microcephalus;14
40;;8;;;0;0;;;;;;;;;;;1.5;;;;14000;;0;6;11;;Luciobarbus sclateri;14
97;10000;11;;;0;0;;;0;0;1;;;;;;;;;;11000;;1;;;;Micropterus salmoides;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Misgurnus anguillicaudatus;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Mugil cephalus;14
100;15000;;;;1;0;0;1;0;0;1;;;;;;;;;;;;0;;;;Oncorhynchus kisutch;14
120;24000;11;;;;;;;;;;;;;;;;;;;;;0;2;;;Oncorhynchus mykiss;14
30;;;1;0;0;1;;;;;;;;;;;3;1;0;;;;0;;;;Parachondrostoma arrigonis;14
30;;7;1;0;0;1;;;;;;;;;;;3;1;0;7800;15000;;0;2;;;Parachondrostoma miegii;14
30;;;1;0;0;1;;;;;;;;;;;3;1;0;;;;0;;;;Parachondrostoma turiense;14
50;4500;;;;;;;;0;0;1;;;;0;0;;;;156000;300000;2.3;0;;;;Perca fluviatilis;14
100;3000;;;;1;0;;;;;;;;;0;1;3;;;225000;300000;;0;6;;;Petromyzon marinus;14
14;;14;1;0;0;0;;;0;1;0;;;;;;3;1;0;;;;0;1;5;;Phoxinus bigerri;14
50;;;;;1;0;;;;;;;;;;;;;;;;;;;;;Platichthys flesus;14
5;;2;;;;;1;0;1;0;0;;;;;;8;;;;;;1;;;;Pomatoschistus microps;14
50;;;1;0;0;1;;;0;1;0;;;;1;0;3;;;;;;0;;;;Pseudochondrostoma duriense;14
50;;10;1;0;0;1;;;0;1;0;;;;;;4;;;4500;8000;;0;3;;;Pseudochondrostoma polylepis;14
;;;1;0;0;1;;;0;1;0;;;;;;;;;;;;0;;;;Pseudochondrostoma willkommii;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudorasbora parva;14
50;2000;;0;1;;;;;0;1;0;;;;0;0;3;;;;200000;;0;;;;Rutilus rutilus;14
15;;;0;0;0;0;1;0;0;1;0;;;;;;2.5;1;0;550;800;;1;;;;Salaria fluviatilis;14
150;45000;13;;;1;0;;;1;0;0;;;;;;;;;;;;0;4;;;Salmo salar;14
100;20000;;1;0;;;;;1;0;1;;;;;;;1;0;;;;0;2;;;Salmo trutta;14
86;9000;15;1;0;0;0;;;1;0;0;;;;;;3;;;;;;0;;;;Salvelinus fontinalis;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salvelinus umbla;14
130;15000;16;;;0;1;0;1;0;0;1;;;;1;0;;1;0;;;;1;3;25;;Sander lucioperca;14
50;2000;19;0;1;0;0;;;0;1;0;;;;;;3;;;;;;0;;;;Scardinius erythrophthalmus;14
500;300000;30;0;1;0;0;;;0;0;1;;;;1;0;;;;;;;0;2;;;Silurus glanis;14
13;;;1;0;0;1;;;1;0;0;;;;1;0;3;;;;;;0;;;;Squalius alburnoides;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius aradensis;14
25;;;0;0;0;0;;;1;0;1;;;;1;0;3;;;;;;0;;;;Squalius carolitertii;14
20;;;;;0;0;;;;;;;;;1;0;3;;;;;;0;;;;Squalius castellanus;14
20.1;;;;;0;0;0;1;1;0;1;;;;;;2;;;;;;0;3;;;Squalius laietanus;14
10;;;;;0;0;;;;;;;;;;;;;;;;;0;;;;Squalius malacitanus;14
25;;;1;0;0;0;;;;;;;;;1;0;1;;;;;;0;;;;Squalius palaciosi;14
20;;;;;0;0;0;1;1;0;0;;;;;;3;1;0;;;;0;;;;Squalius pyrenaicus;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius torgalensis;14
20;;;;;0;0;;;;;;;;;;;;;;;;;0;;;;Squalius valentinus;14
20;;;;;0;0;;;0;1;0;;;;0;1;2;;;;;;1;;;;Syngnathus abaster;14
85;7500;;0;1;0;0;;;;;;1;;;;;4;0;1;;;;0;;;;Tinca tinca;14
8;;;0;1;0;0;;;;;;;;;;;4;0;1;;;2.5;0;;;;Valencia hispanica;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;Xiphophorus maculatus;14
;;;0;0;0;0;0;1;0;0;0;0;0;;;;;0;0;;;;;;;;Achondrostoma arcasii;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma occidentale;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma oligolepis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma salmantinum;15
;;;1;0;1;0;0;0;0;1;0;0;1;;;;;1;0;;;;;;;;Acipenser sturio;15
;;;0;0;0;0;0;1;0;1;0;1;0;;;;;0;0;;;;;;;;Alburnus alburnus;15
;;;1;0;1;0;0;0;0;0;0;0;1;;;;;0;0;;;;;;;;Alosa alosa;15
;;;1;0;1;0;0;0;0;0;0;0;1;;;;;0;0;;;;;;;;Alosa fallax;15
;;;0;0;0;0;1;0;0;1;0;1;0;;;;;1;0;;;;;;;;Ameiurus melas;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Anaecypris hispanica;15
;;;0;0;1;0;1;0;0;0;1;1;0;;;;;0;0;;;;;;;;Anguilla anguilla;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius baeticus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius iberus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Atherina boyeri;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Australoheros facetus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbatula barbatula;15
;;;1;0;0;0;1;0;0;0;0;0;0;;;;;1;0;;;;;;;;Barbatula quignardi;15
;;;1;0;0;0;1;0;1;0;0;0;1;;;;;1;0;;;;;;;;Barbus haasi;15
;;;1;0;0;0;1;0;1;0;0;0;1;;;;;1;0;;;;;;;;Barbus meridionalis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Blicca bjoerkna;15
;;;0;0;0;0;1;0;0;1;0;1;0;;;;;0;1;;;;;;;;Carassius auratus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Carassius gibelio;15
;;;0;0;1;0;0;0;0;0;0;1;0;;;;;0;0;;;;;;;;Chelon labrosus;15
;;;0;0;1;0;0;0;0;0;0;1;0;;;;;0;0;;;;;;;;Chelon ramada;15
;;;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;;;;;Cobitis bilineata;15
;;;1;0;0;0;0;0;1;0;0;0;1;;;;;0;0;;;;;;;;Cobitis calderoni;15
;;;1;0;0;0;0;0;1;0;0;1;0;;;;;0;0;;;;;;;;Cobitis paludica;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis vettonica;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus aturi;15
;;;0;1;0;0;1;0;1;0;0;0;1;;;;;1;0;;;;;;;;Cottus hispaniolensis;15
;;;0;0;0;0;1;0;0;1;0;1;0;;;;;0;1;;;;;;;;Cyprinus carpio;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Dicentrarchus labrax;15
;;;0;0;0;0;0;1;0;0;1;0;0;;;;;0;1;;;;;;;;Esox lucius;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Fundulus heteroclitus;15
;;;0;1;0;0;0;1;1;0;0;1;0;;;;;1;0;;;;;;;;Gambusia holbrooki;15
;;;0;0;0;0;0;1;1;0;0;0;0;;;;;1;0;;;;;;;;Gasterosteus aculeatus;15
;;;1;0;0;0;1;0;1;0;0;0;0;;;;;1;0;;;;;;;;Gobio lozanoi;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio occitaniae;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Hucho hucho;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma almacai;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lemmingii;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma lusitanicum;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma olisiponensis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Iberochondrostoma oretanum;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Ictalurus punctatus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra alavariensis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra auremensis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra fluviatilis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra lusitanica;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Lampetra planeri;15
;;;0;1;0;0;0;1;1;0;0;1;0;;;;;0;0;;;;;;;;Lepomis gibbosus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Leuciscus aspius;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Liza aurata;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus bocagei;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus comizo;15
;;;0;0;0;1;1;0;0;1;0;1;0;;;;;1;0;;;;;;;;Luciobarbus graellsii;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus guiraonis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus microcephalus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Luciobarbus sclateri;15
;;;0;1;0;0;0;1;0;0;1;0;0;;;;;0;0;;;;;;;;Micropterus salmoides;15
;;;0;1;0;0;1;0;0;1;0;1;0;;;;;0;0;;;;;;;;Misgurnus anguillicaudatus;15
;;;0;0;1;0;0;0;0;0;0;1;0;;;;;0;0;;;;;;;;Mugil cephalus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Oncorhynchus kisutch;15
;;;1;0;0;0;0;0;0;0;1;0;0;;;;;1;0;;;;;;;;Oncorhynchus mykiss;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma arrigonis;15
;;;1;0;0;0;1;0;0;0;0;0;1;;;;;1;0;;;;;;;;Parachondrostoma miegii;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Parachondrostoma turiense;15
;;;0;0;0;0;0;1;0;0;1;1;0;;;;;0;0;;;;;;;;Perca fluviatilis;15
;;;1;0;1;0;0;0;0;0;0;0;1;;;;;1;0;;;;;;;;Petromyzon marinus;15
;;;1;0;0;0;0;1;0;1;0;0;1;;;;;1;0;;;;;;;;Phoxinus bigerri;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Platichthys flesus;15
;;;0;0;1;0;1;0;1;0;0;0;0;;;;;0;0;;;;;;;;Pomatoschistus microps;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma duriense;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma polylepis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Pseudochondrostoma willkommii;15
;;;0;0;0;0;0;0;0;1;0;1;0;;;;;0;0;;;;;;;;Pseudorasbora parva;15
;;;0;0;0;0;0;1;0;1;0;1;0;;;;;0;0;;;;;;;;Rutilus rutilus;15
;;;0;0;0;0;1;0;1;0;0;0;0;;;;;1;0;;;;;;;;Salaria fluviatilis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salmo salar;15
;;;1;0;0;0;0;0;0;0;1;0;1;;;;;1;0;;;;;;;;Salmo trutta;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salvelinus fontinalis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Salvelinus umbla;15
;;;0;0;0;0;0;1;0;0;1;0;0;;;;;0;1;;;;;;;;Sander lucioperca;15
;;;0;1;0;0;0;1;0;1;0;1;0;;;;;0;1;;;;;;;;Scardinius erythrophthalmus;15
;;;0;0;0;0;1;0;0;0;1;1;0;;;;;0;1;;;;;;;;Silurus glanis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius alburnoides;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius aradensis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius carolitertii;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius castellanus;15
;;;1;0;0;0;0;1;0;1;0;0;0;;;;;1;0;;;;;;;;Squalius laietanus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius malacitanus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius palaciosi;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius pyrenaicus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius torgalensis;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Squalius valentinus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Syngnathus abaster;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Tinca tinca;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Valencia hispanica;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Xiphophorus maculatus;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;Achondrostoma arcasii;16
;;;;;;0;;1;0;1;;;0;;;;;0;;;;;;;;;Achondrostoma occidentale;16
;;;;;;0;;1;0;1;;;0;;;;;0;;;;;;;;;Achondrostoma oligolepis;16
;;;;;;0;;1;0;1;;;0;;;;;0;;;;;;;;;Achondrostoma salmantinum;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Acipenser sturio;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Alburnus alburnus;16
;;;;;;0;;1;0;0;;;0;;;;;1;;;;;;;;;Alosa alosa;16
;;;;;;0;;1;0;0;;;0;;;;;1;;;;;;;;;Alosa fallax;16
;;;;;;0;;0;0;1;;;0;;;;;0;;;;;;;;;Ameiurus melas;16
;;;;;;0;;1;1;0;;;1;;;;;1;;;;;;;;;Anaecypris hispanica;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Anguilla anguilla;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius baeticus;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Aphanius iberus;16
;;;;;;0;;1;0;0;;;0;;;;;0;;;;;;;;;Atherina boyeri;16
;;;;;;0;;0;0;1;;;0;;;;;0;;;;;;;;;Australoheros facetus;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbatula barbatula;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbatula quignardi;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbus haasi;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Barbus meridionalis;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Blicca bjoerkna;16
;;;;;;0;;0;0;1;;;0;;;;;0;;;;;;;;;Carassius auratus;16
;;;;;;0;;0;0;1;;;0;;;;;0;;;;;;;;;Carassius gibelio;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelon labrosus;16
;;;;;;0;;0;0;1;;;0;;;;;0;;;;;;;;;Chelon ramada;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis bilineata;16
;;;;;;0;;0;0;0;;;1;;;;;1;;;;;;;;;Cobitis calderoni;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Cobitis paludica;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobitis vettonica;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus aturi;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Cottus hispaniolensis;16
;;;;;;0;;0;0;1;;;0;;;;;0;;;;;;;;;Cyprinus carpio;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Dicentrarchus labrax;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Esox lucius;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Fundulus heteroclitus;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Gambusia holbrooki;16
;;;;;;0;;1;0;1;;;0;;;;;0;;;;;;;;;Gasterosteus aculeatus;16
;;;;;;0;;0;0;0;;;0;;;;;0;;;;;;;;;Gobio lozanoi;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobio occitaniae;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;Hucho hucho;16
