Month;Year;ZM_River;ZM_Reservoir;QMean;QMax;Over_500;Over_750;Over_1000;Over_1250;Over_1500;Over_1750;Over_2000;Over_2250;Over_2500;Over_2750;Over_3000;Over_3250;Over_3500;FlowSup_CHE;Flow_CAT;FlowSup_TorAs;Alcalinity_CHE;Var118_CAT;Var119_CAT;Bicarbonate_CHE;Bicarbonate_CAT;Carbonates_CHE;Carbonates_CAT;DurTotal_CHE;DurTotal_CAT;DurCa_CAT;DurMg_CAT;DurPer_CAT;NH4_CHE;NH4_CAT;NH4_TorAs;AS_CHE;AS_CAT;Ca_CHE;Ca_CAT;CN_CHE;CN_CAT;Chloride_CHE;Chloride_CAT;Cu_CHE;Cu_CAT;Cr_CHE;Cr_CAT;ColFec_CHE;ColFec_CAT;ColTot_CHE;ColTot_CAT;StreptoFec_CHE;StreptoFec_CAT;Salmo_CHE;Salmo_CAT;Cond_CHE;Cond_CAT;DBO_CHE;DBO_CAT;Tenso_CHE;Tenso_CAT;Fluor_CHE;Fluor_CAT;Fosfor_CHE;Fosfor_TorAs;Fosfor_CAT;FosforTot_CHE;Fe_CHE;Fe_CAT;Mg_CHE;Mg_CAT;Mn_CHE;Mn_CAT;MES_CHE;MES_CAT;Hg_CHE;Hg_CAT;NO3_CHE;NO3_CAT;NO3_Hen;NO3_TorAs;NO2_CHE;NO2_CAT;NO2_Hen;NH4_Hen;P2O5_Hen;NKj_CHE;NKj_CAT;NKj_Hen;DIN_TorAs;DIP_TorAs;DINP_TorAs;O2Dis_CHE;O2Dis_CAT;O2Per_CHE;O2Per_CAT;pH_CHE;pH_CAT;Pb_CHE;Pb_CAT;K_CHE;K_CAT;SiO2_CHE;SiO2_CAT;SiO2_Hen;Se_CHE;Se_CAT;Na_CHE;Na_CAT;SO4_CHE;SO4_CAT;TempWat_CHE;TempWat_CAT;TempAir_CHE;TempAir_CAT;Tur_CAT;Tur_Hen;Zn_CHE;Zn_CAT;TOC_CAT;TOC_Hen;ChlTotal_Hen
4;1.984;0,00;0,00;412,21;885,00;9,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;246,80;;;171,25;;;171,25;;0,00;;312,50;;;;;0,11;;;0,00000;;97,20;;0,00;;92,00;;0,01;;0,00;;;;25.000,00;;;;;;745,00;;5,47;;0,02;;0,30;;0,75;;;;0,10;;17,00;;0,01;;12,00;;0,00;;10,25;;;;;;;;;;;;;;;11,80;;104,87;;8,13;;0,00;;3,25;;;;;;;64,15;;128,35;;9,83;;17,43;;;;0,10;;;;
5;1.984;0,00;0,00;564,42;1.676,83;14,00;9,00;6,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;;;162,50;;;162,50;;0,00;;307,50;;;;;0,08;;;0,00000;;95,20;;0,00;;80,00;;0,00;;0,00;;;;20.000,00;;;;;;711,67;;4,30;;0,02;;0,20;;0,69;;;;0,00;;17,00;;0,01;;6,67;;0,00;;9,80;;;;;;;;;;;;;;;7,10;;69,17;;7,97;;0,00;;2,85;;;;;;;64,70;;145,45;;14,57;;19,27;;;;0,05;;;;
6;1.984;0,00;0,00;555,23;1.041,80;14,00;8,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;601,50;;;161,25;;;161,25;;0,00;;305,00;;;;;0,14;;;0,00000;;94,20;;0,00;;90,50;;0,00;;0,00;;;;28.000,00;;;;;;781,67;;2,70;;0,04;;0,11;;0,86;;;;0,00;;13,35;;0,01;;12,67;;0,00;;5,90;;;;;;;;;;;;;;;8,30;;86,63;;7,60;;0,00;;3,30;;;;;;;70,95;;156,15;;17,63;;20,33;;;;0,10;;;;
7;1.984;0,00;0,00;177,44;297,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;134,20;;;141,33;;;141,33;;0,00;;245,00;;;;;0,06;;;0,00000;;79,93;;0,00;;60,33;;0,00;;0,00;;;;62.666,33;;;;;;651,67;;2,77;;0,04;;0,10;;0,51;;;;0,00;;11,07;;0,01;;5,67;;0,00;;6,43;;;;;;;;;;;;;;;7,27;;82,17;;7,53;;0,00;;3,03;;;;;;;45,77;;116,00;;22,43;;27,80;;;;0,00;;;;
8;1.984;0,00;0,00;135,67;231,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;142,50;;;142,50;;0,00;;300,00;;;;;0,07;;;0,00000;;96,20;;0,00;;100,00;;0,00;;0,00;;;;17.500,00;;;;;;723,67;;4,70;;0,02;;0,14;;0,89;;;;0,10;;14,60;;0,00;;7,33;;0,00;;5,40;;;;;;;;;;;;;;;10,43;;121,80;;7,60;;0,00;;3,45;;;;;;;68,30;;145,85;;23,90;;26,33;;;;0,10;;;;
9;1.984;0,00;0,00;124,08;206,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;157,50;;;157,50;;0,00;;307,50;;;;;0,05;;;0,00000;;98,20;;0,00;;85,00;;0,00;;0,00;;;;9.500,00;;;;;;792,00;;3,03;;0,08;;0,28;;0,33;;;;0,10;;15,20;;0,00;;5,67;;0,00;;6,65;;;;;;;;;;;;;;;7,90;;91,03;;7,87;;0,00;;3,30;;;;;;;69,30;;175,50;;23,40;;29,90;;;;0,10;;;;
10;1.984;0,00;0,00;199,93;474,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;150,00;;;150,00;;0,00;;346,00;;;;;0,17;;;0,00000;;100,20;;0,00;;106,00;;0,00;;0,00;;;;59.999,50;;;;;;943,33;;3,60;;0,03;;0,20;;0,35;;;;0,00;;23,35;;0,00;;4,33;;0,00;;9,05;;;;;;;;;;;;;;;9,10;;97,10;;7,97;;0,00;;3,60;;;;;;;71,40;;204,00;;18,70;;24,93;;;;0,10;;;;
11;1.984;0,00;0,00;600,95;1.015,04;20,00;9,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;162,50;;;162,50;;0,00;;420,00;;;;;0,12;;;0,00000;;120,20;;0,00;;169,50;;0,00;;0,00;;;;41.000,00;;;;;;1.137,33;;2,63;;0,04;;0,20;;0,49;;;;0,10;;29,20;;0,01;;7,33;;0,00;;13,10;;;;;;;;;;;;;;;8,27;;82,67;;7,83;;0,00;;5,15;;;;;;;119,75;;270,00;;14,97;;15,10;;;;0,00;;;;
12;1.984;0,00;0,00;465,22;660,60;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;150,00;;;148,75;;;148,75;;0,00;;305,00;;;;;0,15;;;0,00000;;90,20;;0,00;;97,00;;0,00;;0,00;;;;37.000,00;;;;;;714,33;;3,23;;0,00;;0,29;;0,14;;;;0,00;;19,45;;0,01;;7,33;;0,00;;9,35;;;;;;;;;;;;;;;10,60;;97,27;;7,80;;0,00;;4,45;;;;;;;69,30;;168,00;;11,27;;12,63;;;;0,10;;;;
1;1.985;0,00;0,00;499,22;821,15;13,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;168,33;;;168,33;;0,00;;308,33;;;;;0,12;;;0,00000;;96,87;;0,00;;79,00;;0,00;;0,00;;;;12.133,33;;;;;;789,67;;3,60;;0,14;;0,29;;0,69;;;;0,10;;16,20;;0,02;;9,67;;0,00;;12,80;;;;;;;;;;;;;;;11,47;;97,00;;7,63;;0,00;;3,73;;;;;;;64,30;;159,00;;7,97;;5,67;;;;0,10;;;;
2;1.985;0,00;0,00;545,42;752,60;21,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1.985;0,00;0,00;386,61;543,48;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;790,00;;;166,25;;;166,25;;0,00;;267,50;;;;;0,07;;;0,00000;;89,20;;0,00;;71,75;;0,00;;0,00;;;;10.800,00;;;;;;659,33;;4,43;;0,05;;0,21;;1,34;;;;0,00;;12,95;;0,00;;6,67;;0,00;;12,10;;;;;;;;;;;;;;;11,13;;101,57;;7,80;;0,00;;3,00;;;;;;;51,05;;109,80;;11,57;;17,43;;;;0,10;;;;
4;1.985;0,00;0,00;296,64;575,12;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;523,00;;;155,00;;;142,50;;12,50;;267,50;;;;;0,05;;;0,00000;;100,20;;0,00;;89,00;;0,00;;0,00;;;;2.500,00;;;;;;682,00;;4,37;;0,05;;0,19;;0,57;;;;0,00;;10,35;;0,00;;11,67;;0,00;;8,15;;;;;;;;;;;;;;;11,73;;119,40;;8,40;;0,00;;3,00;;;;;;;56,80;;96,75;;15,43;;20,67;;;;0,10;;;;
5;1.985;0,00;0,00;444,49;738,22;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;584,00;;;166,25;;;166,25;;0,00;;287,50;;;;;0,04;;;0,00000;;90,20;;0,00;;78,50;;0,00;;0,00;;;;13.000,00;;;;;;679,67;;4,90;;0,02;;0,22;;0,65;;;;0,00;;15,20;;0,00;;16,67;;0,00;;9,80;;;;;;;;;;;;;;;9,80;;100,93;;8,23;;0,00;;3,10;;;;;;;56,55;;125,65;;15,90;;12,30;;;;0,10;;;;
6;1.985;0,00;0,00;278,49;524,34;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;608,93;;;158,75;;;158,75;;0,00;;285,00;;;;;0,05;;;0,00000;;89,20;;0,00;;90,00;;0,00;;0,00;;;;47.500,00;;;;;;699,67;;3,57;;0,06;;0,29;;0,56;;;;0,00;;15,20;;0,01;;7,00;;0,00;;9,45;;;;;;;;;;;;;;;8,23;;91,23;;7,63;;0,00;;2,85;;;;;;;57,90;;128,75;;19,97;;23,33;;;;0,10;;;;
7;1.985;0,00;0,00;162,08;278,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;453,13;;;148,33;;;148,33;;0,00;;260,00;;;;;0,09;;;0,00000;;82,20;;0,00;;76,17;;0,00;;0,00;;;;50.999,67;;;;;;667,67;;3,97;;0,08;;0,22;;0,60;;;;0,07;;13,40;;0,00;;5,67;;0,00;;8,73;;;;;;;;;;;;;;;7,60;;89,33;;7,93;;0,00;;2,60;;;;;;;50,60;;119,13;;23,53;;31,17;;;;0,00;;;;
8;1.985;0,00;0,00;118,82;206,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;311,87;;;145,00;;;145,00;;0,00;;290,00;;;;;0,13;;;0,00000;;90,20;;0,00;;91,75;;0,00;;0,00;;;;82.499,50;;;;;;720,00;;3,63;;0,07;;0,24;;2,16;;;;0,00;;15,80;;0,00;;4,33;;0,00;;5,65;;;;;;;;;;;;;;;8,13;;100,20;;8,23;;0,00;;4,50;;;;;;;63,85;;141,35;;25,63;;31,17;;;;0,00;;;;
9;1.985;0,00;0,00;116,06;209,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;312,30;;;153,75;;;153,75;;0,00;;347,50;;;;;0,16;;;0,00000;;102,20;;0,00;;113,50;;0,00;;0,00;;;;2.800,00;;;;;;926,00;;3,47;;0,05;;0,25;;1,32;;;;0,00;;22,50;;0,02;;9,00;;0,00;;12,50;;;;;;;;;;;;;;;7,93;;95,93;;7,77;;0,00;;3,45;;;;;;;90,80;;187,05;;25,53;;30,00;;;;0,10;;;;
10;1.985;0,00;0,00;95,69;126,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74,53;;;158,75;;;158,75;;0,00;;405,00;;;;;0,21;;;0,00000;;117,20;;0,00;;167,00;;0,00;;0,00;;;;52.499,50;;;;;;1.160,33;;3,93;;0,13;;0,26;;1,83;;;;0,10;;27,40;;0,01;;6,67;;0,00;;7,50;;;;;;;;;;;;;;;8,87;;103,50;;7,80;;0,00;;3,35;;;;;;;121,30;;258,90;;24,93;;28,60;;;;0,10;;;;
11;1.985;0,00;0,00;166,27;308,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;141,37;;;173,75;;;173,75;;0,00;;457,50;;;;;0,10;;;0,00000;;130,30;;0,00;;199,00;;0,00;;0,00;;;;45.000,00;;;;;;1.311,00;;5,37;;0,11;;0,26;;0,81;;;;0,10;;31,00;;0,01;;6,67;;0,00;;8,95;;;;;;;;;;;;;;;8,00;;87,80;;7,77;;0,00;;4,10;;;;;;;142,30;;324,00;;18,63;;22,70;;;;0,10;;;;
12;1.985;0,00;0,00;115,51;188,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;123,53;;;150,00;;;150,00;;0,00;;467,50;;;;;0,32;;;0,00000;;139,30;;0,00;;202,50;;0,00;;0,00;;;;22.000,00;;;;;;1.339,00;;2,43;;0,12;;0,23;;0,56;;;;0,10;;28,55;;0,01;;8,67;;0,00;;10,70;;;;;;;;;;;;;;;8,83;;82,77;;7,37;;0,00;;3,90;;;;;;;132,00;;312,00;;13,97;;12,83;;;;0,10;;;;
1;1.986;0,00;0,00;163,46;326,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;126,80;;;173,33;;;173,33;;0,00;;446,67;;;;;0,29;;;0,00000;;131,63;;0,00;;195,67;;0,00;;0,00;;;;80.666,00;;;;;;1.124,00;;4,73;;0,12;;0,22;;0,75;;;;0,05;;28,80;;0,01;;4,67;;0,00;;16,83;;;;;;;;;;;;;;;9,63;;92,07;;8,10;;0,00;;4,83;;;;;;;123,77;;268,33;;10,27;;15,23;;;;0,10;;;;
2;1.986;0,00;0,00;467,99;811,32;11,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;588,53;;;177,50;;;177,50;;0,00;;477,50;;;;;0,27;;;0,00000;;134,30;;0,00;;184,00;;0,00;;0,00;;;;20.500,00;;;;;;1.170,67;;5,03;;0,06;;0,21;;0,67;;;;0,00;;34,65;;0,00;;9,67;;0,00;;15,40;;;;;;;;;;;;;;;10,93;;89,30;;7,37;;0,00;;4,15;;;;;;;105,60;;258,55;;5,70;;5,67;;;;0,05;;;;
3;1.986;0,00;0,00;343,87;619,72;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;795,20;;;162,50;;;162,50;;0,00;;325,00;;;;;0,25;;;0,00000;;100,20;;0,00;;112,50;;0,00;;0,00;;;;1.000,00;;;;;;803,33;;3,67;;0,07;;0,20;;0,47;;;;0,00;;18,20;;0,01;;9,00;;0,00;;15,55;;;;;;;;;;;;;;;10,80;;95,87;;7,97;;0,00;;3,20;;;;;;;64,05;;147,90;;9,50;;17,57;;;;0,00;;;;
4;1.986;0,00;0,00;436,73;793,61;10,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;289,00;;;152,50;;;152,50;;0,00;;272,50;;;;;0,11;;;0,00000;;86,20;;0,00;;74,50;;0,00;;0,00;;;;2.500,00;;;;;;610,67;;3,83;;0,08;;0,15;;0,73;;;;0,10;;14,00;;0,01;;8,33;;0,00;;4,45;;;;;;;;;;;;;;;10,43;;98,53;;8,00;;0,00;;2,60;;;;;;;47,50;;117,45;;12,20;;12,50;;;;0,10;;;;
5;1.986;0,00;0,00;409,43;701,58;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;464,67;;;175,00;;;175,00;;0,00;;285,00;;;;;0,12;;;0,00000;;94,20;;0,00;;89,50;;0,00;;0,00;;;;41.600,00;;;;;;683,00;;4,17;;0,03;;0,12;;0,50;;;;0,10;;12,20;;0,02;;9,67;;0,00;;9,10;;;;;;;;;;;;;;;10,50;;106,40;;7,97;;0,00;;2,60;;;;;;;61,90;;110,20;;15,90;;22,47;;;;0,10;;;;
6;1.986;0,00;0,00;235,55;388,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;334,00;;;146,25;;;146,25;;0,00;;252,50;;;;;0,04;;;0,00000;;78,20;;0,00;;70,25;;0,00;;0,00;;;;50.999,50;;;;;;672,33;;4,07;;0,04;;0,43;;0,66;;;;0,15;;14,00;;0,02;;11,33;;0,00;;6,00;;;;;;;;;;;;;;;9,03;;99,30;;7,83;;0,00;;2,35;;;;;;;47,50;;103,85;;20,03;;24,33;;;;0,00;;;;
7;1.986;0,00;0,00;127,05;302,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;129,00;;;146,67;;;146,67;;0,00;;266,67;;;;;0,10;;;0,00000;;83,53;;0,00;;80,67;;0,00;;0,00;;;;78.333,00;;;;;;675,00;;5,50;;0,10;;0,28;;0,62;;;;0,10;;15,00;;0,02;;11,00;;0,00;;5,10;;;;;;;;;;;;;;;9,67;;112,00;;8,00;;0,00;;2,70;;;;;;;61,67;;115,63;;23,13;;32,33;;;;0,00;;;;
8;1.986;0,00;0,00;91,64;148,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;192,00;;;152,50;;;152,50;;0,00;;302,50;;;;;0,15;;;0,00000;;95,20;;0,00;;98,50;;0,00;;0,00;;;;57.999,50;;;;;;803,00;;2,73;;0,04;;0,26;;1,20;;;;0,10;;15,80;;0,02;;6,67;;0,00;;4,45;;;;;;;;;;;;;;;8,37;;99,83;;7,83;;0,00;;2,85;;;;;;;71,90;;145,85;;24,50;;33,67;;;;0,00;;;;
9;1.986;0,00;0,00;126,26;179,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;122,00;;;147,50;;;147,50;;0,00;;340,00;;;;;0,10;;;0,00000;;118,20;;0,00;;122,50;;0,01;;0,00;;;;17.000,00;;;;;;952,00;;4,07;;0,01;;0,24;;0,85;;;;0,00;;10,95;;0,01;;6,33;;0,00;;3,20;;;;;;;;;;;;;;;8,77;;99,57;;7,90;;0,00;;3,00;;;;;;;85,35;;182,95;;22,40;;26,83;;;;0,00;;;;
10;1.986;0,00;0,00;185,29;250,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;245,00;;;153,75;;;153,75;;0,00;;347,50;;;;;0,14;;;0,00000;;100,20;;0,00;;104,00;;0,00;;0,00;;;;88.499,50;;;;;;950,33;;3,67;;0,01;;0,35;;0,84;;;;0,00;;23,70;;0,02;;12,67;;0,00;;5,70;;;;;;;;;;;;;;;8,47;;97,33;;7,63;;0,00;;2,95;;;;;;;73,85;;213,00;;22,53;;25,00;;;;0,00;;;;
11;1.986;0,00;0,00;278,80;397,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;393,67;;;155,00;;;155,00;;0,00;;432,50;;;;;0,10;;;0,00000;;127,30;;0,00;;145,00;;0,00;;0,00;;;;2.500,00;;;;;;1.108,67;;1,77;;0,05;;0,26;;0,75;;;;0,10;;28,00;;0,02;;13,00;;0,00;;9,00;;;;;;;;;;;;;;;8,00;;84,23;;7,87;;0,00;;4,15;;;;;;;95,70;;288,00;;17,80;;15,33;;;;0,00;;;;
12;1.986;0,00;0,00;195,73;291,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;335,00;;;162,50;;;162,50;;0,00;;422,50;;;;;0,14;;;0,00000;;123,20;;0,00;;164,00;;0,00;;0,00;;;;50.019,50;;;;;;1.074,33;;3,87;;0,02;;0,16;;1,65;;;;0,00;;28,00;;0,01;;12,33;;0,00;;8,60;;;;;;;;;;;;;;;9,13;;88,37;;7,90;;0,00;;4,00;;;;;;;106,25;;264,00;;14,03;;8,83;;;;0,00;;;;
1;1.987;0,00;0,00;222,06;416,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;343,50;;;155,00;;;155,00;;0,00;;425,00;;;;;0,19;;;0,00000;;122,20;;0,00;;166,00;;0,00;;0,00;;;;1.500,00;;;;;;1.146,50;;3,85;;0,01;;0,19;;0,79;;;;0,00;;29,20;;0,01;;5,00;;0,00;;9,10;;;;;;;;;;;;;;;10,80;;92,85;;7,90;;0,00;;3,80;;;;;;;106,25;;273,00;;8,35;;6,50;;;;0,00;;;;
2;1.987;0,00;0,00;510,65;746,72;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;492,00;;;168,75;;;168,75;;0,00;;325,00;;;;;0,15;;;0,00000;;100,20;;0,00;;108,50;;0,00;;0,00;;;;6.150,00;;;;;;928,00;;4,35;;0,02;;0,13;;0,67;;;;0,10;;18,25;;0,01;;10,50;;0,00;;11,90;;;;;;;;;;;;;;;11,30;;94,80;;8,05;;0,00;;3,75;;;;;;;69,00;;128,75;;7,40;;9,90;;;;0,00;;;;
3;1.987;0,00;0,00;315,81;504,43;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;983,00;;;157,50;;;157,50;;0,00;;290,00;;;;;0,12;;;0,00000;;89,20;;0,00;;92,50;;0,00;;0,00;;;;58.249,50;;;;;;687,00;;3,45;;0,02;;0,42;;0,80;;;;0,05;;16,35;;0,00;;13,00;;0,00;;11,55;;;;;;;;;;;;;;;10,00;;93,10;;7,70;;0,00;;3,45;;;;;;;60,30;;118,45;;11,95;;18,05;;;;0,05;;;;
4;1.987;0,00;0,00;387,17;763,56;8,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;298,50;;;160,00;;;160,00;;0,00;;297,50;;;;;0,02;;;0,00000;;95,20;;0,00;;88,00;;0,00;;0,00;;;;400,00;;;;;;706,50;;4,10;;0,01;;0,23;;0,38;;;;0,00;;14,60;;0,01;;6,00;;0,00;;11,00;;;;;;;;;;;;;;;11,70;;109,50;;8,15;;0,00;;3,15;;;;;;;61,60;;115,60;;12,90;;19,50;;;;0,00;;;;
5;1.987;0,00;0,00;171,88;294,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;172,00;;;150,00;;;150,00;;0,00;;310,00;;;;;0,06;;;0,00000;;96,20;;0,00;;91,50;;0,00;;0,00;;;;5.100,00;;;;;;712,50;;3,60;;0,01;;0,30;;0,93;;;;0,00;;17,05;;0,00;;5,50;;0,00;;7,30;;;;;;;;;;;;;;;11,45;;121,75;;8,20;;0,00;;3,15;;;;;;;65,10;;150,40;;18,25;;22,15;;;;0,00;;;;
6;1.987;0,00;0,00;113,76;199,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152,00;;;142,50;;;142,50;;0,00;;280,00;;;;;0,08;;;0,00000;;94,20;;0,00;;85,50;;0,00;;0,00;;;;8.400,00;;;;;;713,50;;3,20;;0,01;;0,32;;1,14;;;;0,00;;14,60;;0,01;;6,50;;0,00;;6,35;;;;;;;;;;;;;;;9,90;;112,30;;8,00;;0,00;;2,90;;;;;;;52,80;;116,00;;21,35;;24,00;;;;0,05;;;;
7;1.987;0,00;0,00;171,09;269,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;157,00;;;150,00;;;150,00;;0,00;;290,00;;;;;0,13;;;0,00000;;90,20;;0,00;;90,00;;0,00;;0,00;;;;6.500,00;;;;;;773,00;;4,55;;0,01;;0,25;;0,75;;;;0,00;;15,80;;0,00;;6,50;;0,00;;6,65;;;;;;;;;;;;;;;9,05;;107,20;;7,75;;0,00;;3,55;;;;;;;59,60;;122,60;;24,75;;34,75;;;;0,00;;;;
8;1.987;0,00;0,00;151,82;214,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;234,00;;;147,50;;;147,50;;0,00;;312,50;;;;;0,16;;;0,00000;;95,20;;0,00;;100,00;;0,00;;0,00;;;;10.100,00;;;;;;806,00;;2,15;;0,00;;0,23;;0,72;;;;0,00;;18,20;;0,02;;12,50;;0,00;;7,75;;;;;;;;;;;;;;;6,80;;81,55;;7,55;;0,00;;3,45;;;;;;;78,00;;173,65;;25,00;;34,50;;;;0,10;;;;
9;1.987;0,00;0,00;193,30;270,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;332,50;;;150,00;;;150,00;;0,00;;355,00;;;;;0,21;;;0,00000;;102,20;;0,00;;126,00;;0,00;;0,00;;;;3.900,00;;;;;;1.012,00;;1,70;;0,00;;0,19;;0,84;;;;0,10;;24,35;;0,01;;7,00;;0,00;;5,90;;;;;;;;;;;;;;;6,75;;80,40;;7,60;;0,00;;4,05;;;;;;;90,75;;213,60;;24,65;;31,25;;;;0,05;;;;
10;1.987;0,00;0,00;297,78;394,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;457,00;;;150,00;;;150,00;;0,00;;352,50;;;;;0,25;;;0,00000;;100,20;;0,00;;124,00;;0,00;;0,00;;;;1.000,00;;;;;;950,50;;1,65;;0,00;;0,42;;0,82;;;;0,00;;25,05;;0,01;;14,00;;0,00;;6,30;;;;;;;;;;;;;;;7,25;;80,20;;7,55;;0,00;;4,75;;;;;;;90,75;;222,00;;20,20;;22,50;;;;0,00;;;;
11;1.987;0,00;0,00;375,77;523,02;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;453,50;;;145,00;;;145,00;;0,00;;277,50;;;;;0,12;;;0,00000;;90,20;;0,00;;74,50;;0,00;;0,00;;;;19.600,00;;;;;;670,00;;2,05;;0,00;;0,29;;0,49;;;;0,00;;12,75;;0,01;;13,00;;0,00;;7,25;;;;;;;;;;;;;;;7,85;;78,25;;7,55;;0,00;;2,80;;;;;;;49,00;;102,20;;15,45;;19,35;;;;0,00;;;;
12;1.987;0,00;0,00;542,00;914,74;19,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;375,50;;;153,75;;;153,75;;0,00;;367,50;;;;;0,18;;;0,00000;;112,70;;0,00;;125,00;;0,00;;0,00;;;;9.800,00;;;;;;902,50;;3,30;;0,05;;0,12;;0,62;;;;0,00;;23,70;;0,02;;24,50;;0,00;;8,75;;;;;;;;;;;;;;;9,85;;92,40;;7,85;;0,00;;3,85;;;;;;;90,75;;198,60;;11,20;;11,00;;;;0,00;;;;
1;1.988;0,00;0,00;516,75;949,02;16,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;774,00;;;152,50;;;152,50;;0,00;;307,50;;;;;0,20;;;0,00000;;95,20;;0,00;;87,50;;0,00;;0,00;;;;3.150,00;;;;;;767,00;;2,45;;0,02;;0,24;;0,53;;;;0,05;;17,00;;0,01;;12,00;;0,00;;12,10;;;;;;;;;;;;;;;10,20;;88,95;;7,80;;0,00;;3,25;;;;;;;64,20;;152,15;;9,05;;12,30;;;;0,00;;;;
